id	muchik	spanish
1147	c%C9%A5utu%20%28C%29,%20chutu%20%28M%29	ombligo
1148	meden%20%28L%29%28V%29%28K%29,%20neden%20%28B%29,%20medquic%20%28C%29	oreja%0A-%20En%20las%20orejas%20=%20med%C3%A6c%20%28V%29
1149	ajpe%20meden%20%28RS%29	orej%C3%B3n
1150	catenic%20%28RC%29	%C3%B3rgano%20sexual%20femenino
1151	cujo%20pemey%20%28RS%29	%C3%B3rgano%20sexual%20masculino
1152	ch%C3%A4rcu%20%28M%29,%20chermu	orgulloso
1153	xllang%20chich%20%28C%29%28B%29	oriente,%20el%20oriente%0A-%20Hacia%20oriente%20=%20xllang%20totna%0A-%20Por%20el%20oriente%20=%20xllang%20chich%20na%20%28V%29
1154	ningers%C3%A1p%C3%A4k%20%28B%29	orilla%20del%20mar
1155	n%C3%A4tses%C3%A1p%C3%A4k	orilla%20del%20r%C3%ADo
1156	caxll%20%28C%29,%20kaij%20%28M%29	orina
1157	caxll%20%28C%29,%20kaij%20%28M%29,%20c%C3%A1sher%20%28B%29	orinar%0A-%20T%C3%BA%20orinas%20=%20caxll%C3%A6z%20%28C%29
1158	taij%20%28B%29%28SCH%29	oruga
1159	saj%20%28M%29	oscuridad,%20sombra
1160	fak%20%28M%29,%20ssaj%20%28M%29	oscuro
1161	llollek%20%28M%29,%20timo%20%28C%29,%20timnang%C3%B6%20%28M%29	otro%0A-%20De%20otro%20=%20tim%20nang%C3%B3%0A-%20Con%20otro%20=%20tim%20malon%20%28V%29%0A-%20Otro%20d%C3%ADa%20=%20on%C3%A6c%20pelen%20%28C%29,%20on%C3%A4k%20pelen%20%28M%29
1162	huy%20%28L%29%28Z%29,%20auy%20%28K-P%29%28RS%29	oye
1163	acap%C3%A6c%20%28WL%29	oyente
1164	ep%20%28L%29,%20eb%20%28B%29,%20ef%20%28C%29,%20efquic%20%28Mar%29%28V%29,%20efkik%20%28M%29	padre
1165	kup%20%28M%29,%20c%C3%A6p%20%28C%29	pagar
1166	pudpud,%20puder%20%28B%29	paip%C3%A1i%20%28vainitas%20para%20sacar%20tintura%20negra,%20para%20te%C3%B1ir%20ropa%20y%20cordobanes%20de%20cabra%29
1167	chop%20%28M%29,%20faij%20%28B%29,%20faig%20%28B%29	paja,%20ca%C3%B1averal,%20junco
1168	dsagven%20%28B%29	paja%20para%20lavar%20el%20cabello
1169	%C3%B1ai%C3%B1,%20%C3%B1ai%C3%B1iio	pajaro,%20ave
1170	fi%C3%B1%20%28C%29,%20fi%C3%B1iio%20%28C%29,%20pocpoc%20%28C%29,%20fi%C3%B1i%20ing%20%28V%29	p%C3%A1jaro%20agorero
1171	f%C3%B6ska%20%28B%29,%20foktseke%20%28B%29,%20ch%C3%B6fkam%20%28SCH%29	p%C3%A1jaro%20bobo%20%28planta%29
1172	ssi%C3%A4s,%20ci%C3%A6iz%20%28C%29%28Z%29,%20ci%C3%A6iziio%20%28C%29	palabra,%20voz,%20noticia,%20conocimiento
1173	foko%20%28M%29,%20foco%20%28C%29	paladar
1174	jax%20pulem%20%28RS%29,%20j%C3%A1rmen%20s%C3%A1peke%20%28B%29	palangana%20%28pedante%29
1175	m%C3%A6c%C9%A5ana%20%28C%29,%20m%C3%A4chana%20%28M%29	palma%20%28de%20la%20mano%29
1176	pup%20%28L%29%28V%29%28C%29%28M%29%28B%29	palo,%20tronco,%20madera
1177	usa%20%28K%29	palo%20para%20hilar
1178	sentek%20%28M%29	palito%20para%20tejer
1179	cucul%C3%AD%20%28C%29,%20kukuli%20%28M%29	paloma
1180	%C3%B1angecuio%20cucul%C3%AD	paloma%20macho
1181	pampa,%20pampang%C3%B3%20%28M%29	pampa
1182	chichi%20%28RS%29,%20cojpan%20%28Z%29,%20copp%C3%A1n%20%28V%29	pantal%C3%B3n
1183	xllafco%20%28C%29,%20jafko%20%28M%29	pantorrilla
1184	falpik%20%28M%29	pa%C3%B1uelo%20%28de%20cabeza%29
1185	papa%20%28M%29,%20papang%C3%B3%20%28M%29	papa%20%28quechuismo%29
1186	charke	papagallo
1187	charke%20%28M%29,%20charkeng%C3%B3%20%28M%29	papayo
1188	quellca%20%28B%29	papel
1189	shemeteque%20%28L%29	paquete,%20atado
1190	fel%C3%A6p%20%28C%29	par%20%28para%20seres%20animados%29%0A-%20Un%20par%20=%20na%20fel%C3%A6p%20%28C%29
1191	luc%20%28C%29	par%20%28para%20seres%20inanimados%29%0A-%20Un%20par%20=%20na%20luc%20%28C%29%0A-%20Dos%20pares%20=%20pac%20luc%20%28C%29
1192	luk%20%28M%29,%20fel%C3%A4p%20%28M%29,%20luc,%20felcep%20%28C%29	par%20%28numeral%29
1193	p%C3%A6n%20%28C%29,%20p%C3%A4n%20%28M%29	para%0A-%20Para%20qu%C3%A9%20cosa%20=%20echo%20p%C3%A6n%20%28V%29%0A-%20%C2%BFPara%20qu%C3%A9%20es%20este%20palo%3F%20=%20%C2%BFecho%20p%C3%A6n%20ang%20mo%20pup%3F%20%28V%29
1194	aiung%C3%B3%20p%C3%A6n%20%28V%29	para%20%C3%A9l,%20para%20ella
1195	aiung%20%C3%A6no%20p%C3%A6n	para%20ellos%0A-%20Para%20m%C3%AD%20=%20m%C3%A6i%C3%B1o%0A-%20Para%20qu%C3%A9%20=%20exll%C3%A6m%0A-%20Para%20qui%C3%A9n%20=%20ichop%C3%A6n%20%28V%29%0A-%20Para%20ti%20=%20tzh%C3%A6ng%20op%C3%A6n%0A-%20Para%20uno%20=%20onc%20%C3%A6ro%20p%C3%A6n
1196	panaru%20%28B%29	paramo%20%28vegetal%29,%20remedio%20contra%20el%20constipado
1197	chum%20%28M%29,%20tsib,%20tsik	pardo
1198	lanca%20%28C%29	pares
1199	xonan	p%C3%A1rese
1200	changk%C3%A4d%20%28M%29,%20changc%C3%A6d%20%28C%29,%20changued%20%28B%29,%20c%C3%A6deng	pariente,%20pr%C3%B3jimo
1201	uij%20%28M%29	parir
1202	c%C9%A5antic%20%28C%29,%20chantik%20%28M%29	p%C3%A1rpado
1203	chop%20%28M%29	parte%20%28del%20peso%29%0A-%20De%20esa%20otra%20parte%20=%20%C3%A7iu%20quich%20tan%20%28V%29,%20mu%20quich%20tan
1204	artsop%C3%A9ke	pasado%0A-%20Amo%20nuestro%20pasado%20=%20checan%20m%C3%A6ich%20artsop%C3%A9ke
1205	uism%20%28M%29	pasar%20%28por%29
1206	neijok%20%28M%29,%20nexlloc%20%28C%29	paso
1207	tuiz%20%28Bas%29	pata%0A-%20Pata%20de%20burro%20=%20m%C3%B6silyom%20%28B%29,%20p%C3%B3ter%20%28B%29
1208	patkon%20%28M%29	patac%C3%B3n%20%28moneda%20antigua%29
1209	fellum%20%28B%29%28L%29%28RS%29,%20fellu%20%28C%29%28M%29%28Z%29,%20jelu%20%28RS%29	pato%0A-%20Pato%20macho%20=%20joki%20%28B%29,%20sok%20sok%20%28B%29%0A-%20Pato%20de%20mar%20=%20camanai%20%28B%29
1210	aja%20%28M%29,%20mollpek%20%28M%29	patr%C3%B3n
1211	c%C3%A1agu%20%28B%29,%20kavu	pavo
1212	ll%C3%A4rr,%20l%C3%A4rr	paz%0A-%20En%20paz,%20tanquilo%20=%20ll%C3%A4rr%0A-%20Doncella%20de%20la%20paz%20=%20inikuk%20ich%20l%C3%A4rr
1213	ij%20%28M%29,%20ixll,%20ixll%C3%A6ss%20%28V%29	pecado%0A-%20No%20niegues%20tus%20pecados%20=%20amoz%20xllang%20ixll%C3%A6ss%0A-%20Te%20absuelvo%20de%20tus%20peccados%20=%20ssolei%C3%B1%20tzhu%20izll%C3%A6s%20lequich
1214	ij,%20ixll%20%28C%29,%20iji%C3%B3%20%28M%29,%20ijass%20%28M%29	pecar%0A-%20Decir%20vuestros%20pecados%20=%20mai%C3%B1%C3%A6pan%20ixll%C3%A6s%0A-%20Suelo%20pecar%20=%20ixllai%C3%B1%20t%C3%A6p%C3%A6co
1215	ssod%20%28C%29%28M%29,%20ssodeio%20%28C%29%28V%29	pecho,%20el%20pecho
1216	chuij%20%28M%29	pedazo
1217	alk%20%28M%29	peinar
1218	moija%20%28M%29,%20magya	peine
1219	af%20%28M%29,%20av%20%28M%29%28B%29	pelear%0A-%20No%20pelees%20=%20amos%20av%0A-%20Ya%20pele%C3%B3%20=%20akas%20%C3%A1mpa
1220	kuj%20%28M%29	pelearse
1221	lactu%20%28C%29,%20jaktu%20%28M%29	pellejo%0A-%20Con%20el%20pellejo%20=%20lactung%20er%20%28V%29
1222	fin%20%28M%29	pellizcar
1223	tsak%20%28M%29,%20sac%20%28B%29,%20sach%20%28L%29%28V%29,%20sak,%20cak	pelo%0A-%20Pelo%20gris%20=%20chadik,%20chadeng%20%28M%29%0A-%20Pelo%20blanco%20=%20jamu
1224	llamnu%20%28M%29,%20llamu%20%28C%29	pelo%20ralo,%20vello
1225	jiamud%20%28RS%29%28Q%29%28K-P%29	peludo
1226	tsipa%20%28M%29,%20chipa%20%28M%29,%20tzhipa%20%28C%29	pelvis
1227	costape%20%28RS%29,%20shaipi%20%28K-P%29	pendejos%20%28vellos%29
1228	amox%20t%C3%A6cpa%20pol%C3%A6ng	no%20tengas%20pena
1229	tef%20%28C%29,%20tev%20%28M%29,%20cujo%20pemey%20%28K%29,%20teb%20%28B%29%28L%29%28Q%29	pene
1230	%C3%B1am%20%28M%29	pensar
1231	jem%20%28M%29,%20schem%20%28B%29	pepino
1232	chuch%20%28M%29,%20tsuts%20%28M%29,%20tzh%C3%BAto%20%28C%29	peque%C3%B1o,%20cosa%20peque%C3%B1a
1233	meiko%20%28M%29	perder
1234	mei%20koi%C3%B1%20%28M%29	perderse
1235	efkoss%C3%A4k%20%28M%29	perd%C3%B3n
1236	ef%20%28M%29,%20efco%20%28C%29	perdonar,%20liberar,%20salvar
1237	t%C3%A4rkamss%C3%A4k%20%28M%29	pereza
1238	tarr%C3%A4k%20%28M%29,%20terco%20%28K%29	perezoso
1239	tsio%20%28M%29,%20tslk%20%28M%29,%20tchik	perfecto
1240	ruch%20%28M%29,%20reutes%20%28B%29	pericote
1241	na%20%28M%29	pero,%20sino,%20solo
1242	xai%C3%B1%20%28C%29,%20sain%20%28M%29	pero%20%28conj%29
1243	fanum%20%28RS%29%28Z%29%28L%29,%20fauk%20%28V%29,%20f%C3%A1nu%20%28C%29%28B%29	perro
1244	mulkss%C3%A4r%20%28M%29	persecuci%C3%B3n
1245	ciamchip%C3%A6c%20%28Z%29	persona
1246	remotec%20%28V%29%28L%29%28Z%29	perturbado,%20alienado,%20atolondrado,%20loco
1247	piss%20%28M%29,%20pong%C3%B3%20%28M%29,%20norrem	pesado
1248	amoz%20t%C3%A6cpa%20pol%C3%A6ng	no%20tengas%20pesadumbre%20%28pena%29
1249	norrm%20%28M%29	pesar
1250	jiac%20%28Q%29%28RS%29%28Z%29,%20shoque%20%28V%29%28L%29,%20shia%20%28B%29,%20jak%20%28M%29,%20xllac%20%28V%29,%20tasak	pescado
1251	cais%20camu%C3%B1ec	pescado%20salado
1252	cengque%20%28C%29,%20senke%20%28M%29,%20senque%20%28B%29	pescuezo,%20nuca
1253	chok%20%28M%29,%20chokar%C3%B3%20%28M%29	peso
1254	notnic%20%28C%29,%20notnik%20%28M%29	pesta%C3%B1as
1255	chuais%20%28B%29	petate
1256	%C3%B1ie%C3%B1%20%28M%29	petulante,%20travieso
1257	jak%20%28M%29,%20hiac%20%28Mar%29,%20jakei%C3%B3%20%28M%29,%20xllac,%20shoque	pez
1258	j%C3%B6rr%20%28M%29	picante,%20mordaz
1259	man%20%28V%29	picar
1260	joc%20%28RS%29%28Q%29,%20jooc%20%28B%29,%20jocse%20%28L%29,%20jec%20%28V%29,%20jocke%20%28K%29	pie%0A-%20En%20los%20pies%20=%20luc%C3%A6c%20%28V%29
1261	llapti%20%28C%29	pie%20%28planta%20de%20%20pie%29
1262	pong%20%28C%29%28Bas%29,%20pon%20%28B%29%28V%29%28L%29	piedra,%20roca
1263	jaktu%20%28M%29,%20jatung%C3%B3%20%28M%29	piel
1264	tonic%20%28C%29,%20ton%C3%A6ng%20%28C%29,%20tonik%20%28M%29,%20ton%C3%A4ng%20%28M%29	pierna,%20la%20pierna
1265	choisper%20%28L%29	piernas
1266	jung%20%28M%29	pinchar,%20picar
1267	fi%C3%B1%20%28M%29,%20fi%C3%B1eio%20%28M%29	ping%C3%BCino
1268	moj%20%28M%29,%20moj%C3%A4ro%20%28M%29,%20myj%20%28B%29%28SCH%29	piojo
1269	mollep%20%28Cal%29,%20midan%20cap%20%28L%29	piojoso,%20caranganoso
1270	pekse%20%28B%29	pique%20%28nigua%29
1271	janka%20%28M%29,%20jankang%C3%B3%20%28M%29,%20lanca%20%28C%29	placenta
1272	jung%20%28M%29	plantar,%20fijar
1273	xllaxll%20%28C%29,%20jaij%20%28M%29,%20ch%C3%A1ch%20%28B%29,%20jiai%20%28L%29%28Z%29	plata%20%28moneda%29,%20dinero%0A-%20Mi%20plata%20me%20hurtaron%20=%20xllaxllad%20i%C3%B1%20llopc%C3%A6m%20%28V%29
1274	plantan%20%28M%29	pl%C3%A1tano
1275	%C3%B1in%20s%C3%A1pek%20%28B%29	playa%20de%20mar
1276	catu%20%28C%29,%20catung%C3%B3%20%28C%29,%20katu%20%28M%29	plaza,%20mercado%20%28quechuismo%20qatu%29
1277	kujap%C3%A4k%20%28M%29,%20cuyupe%20%28Kos%29	pelitista
1278	f%C3%BCr%20%28M%29,%20furei%C3%B3%20%28M%29	pl%C3%A9yades%20%28estrellas%29,%20a%C3%B1o
1279	purr%20%28M%29,%20perr%20%28M%29	pluma
1280	facc%C9%A5a%20%28C%29,%20fakcha%20%28M%29	pobre
1281	chuij%20%28M%29,%20peilen%20%28M%29	poco
1282	posop%C3%A4k%20%28M%29	poco%20amigable
1283	%C3%B1uch%20allo	poco%20despu%C3%A9s
1284	tarr	poder%0A-%20Nuevo%20poder%20mochica%20=%20jap%20tarr%20muchik%0A-%20Poder%20mochica%20=%20tarr%20muchik
1285	aiap%C3%A6c%20%28C%29	poderoso
1286	top%20%28M%29,%20topei%C3%B1%20%28M%29	podrirse,%20corromperse
1287	ojeng%20eng%20%28B%29%28SCH%29	polilla.%20madre%20del%20aguacero
1288	chep%20%28M%29,%20uij%20%28M%29	polvo,%20suciedad
1289	uijo%20%28M%29	polvoriento
1290	foj%20%28M%29,%20fojei%C3%B1,%20jang	poner,%20colocar
1291	chopco%20%28C%29,%20chopcoi%C3%B1%20%28C%29	poner%20faltas,%20tachar
1292	jon%20%28B%29	ponerse
1293	fech%20ech,%20fec%C9%A5%C3%A6ch%20%28C%29%28V%29	poniente,%20el%20poniente%0A-%20Del%20poniente%20=%20fec%C9%A5%C3%A6ch%20ich%20%28V%29%0A-%20Hacia%20el%20poniente%20=%20fech%20ech%20totna%0A-%20Por%20el%20poniente%20=%20fec%C9%A5ech%20ech%20na%20%28V%29
1294	tim%20%28M%29,%20na,%20p%C3%A6n	por%0A-%20Por%20aqu%C3%AD%20=%20mong%20na%0A-%20Por%20afuera%20=%20le%20d%C3%A6cna%20%28adv%29%28C%29%0A-%20Por%20consiguiente%20=%20aierk%20i%C3%B1%0A-%20Por%20all%C3%A1%20=%20ciuquich%20%28V%29,%20ciuquichna%20%28C%29
1295	xllon%20pecna%20p%C3%A6n	por%20cierto,%20de%20veras
1296	micna,%20olp%C3%A6cna%20%28C%29	por%20dentro
1297	turquich%20%28C%29,%20turkich%20%28M%29	por%20detr%C3%A1s%20de
1298	ciong%20er%20%28V%29	por%20%C3%A9l,%20por%20aquel
1299	neis%20%28M%29%28L%29	por%20las%20noches
1300	chitop%20%28M%29	por%20lo%20dem%C3%A1s
1301	tai%C3%B1%20%28M%29,%20aiestim%20%28L%29%28Z%29	por%20lo%20tanto
1302	%C2%BFepen%3F%20%28M%29,%20%C2%BFejem%3F%20%C2%BFich%20turquich%3F%20%28M%29,%20%C2%BFexll%C3%A6m%3F%20%28C%29,%20%C2%BFich%20turkich%3F%20%28M%29,%20%C2%BFep%C3%A4n%3F%20%28M%29	%C2%BFpor%20qu%C3%A9%3F
1303	%C2%BFich%20turkich%3F%20%28M%29,%20%C2%BFich%20t%C3%A6cquich%3F%20%28V%29	%C2%BFpor%20qu%C3%A9%20raz%C3%B3n%3F
1304	ep%C3%A6n%20%28V%29,%20ich%20lequich	porque
1305	aiesstim%20%28C%29,%20aies%20tin%20%28M%29	por%20tanto
1306	tsak%20%28M%29,%20tzhaqu%20%28C%29,%20tzhec%20%28C%29	portar,%20llevar
1307	nenong%20%28C%29	posaderas
1308	narna	posible%0A-%20Es%20posible%20=%20ech%20narna%0A-%20%C2%BFC%C3%B3mo%20es%20posible%3F%20=%20%C2%BFem%20narna%3F
1309	lerrep%20%28M%29,%20tompek%20%28M%29	positivo,%20real
1310	billoco%20%28B%29	poto,%20taza,%20vasija
1311	mannc%20%28C%29,%20munir%20%28M%29	poto%20%28calabaza%29
1312	manik%20%28M%29,%20vellus%20%28V%29%28L%29,%20manir%20%28C%29	poto%20%28posadera%29
1313	ajpen%20jocken%20%28RS%29	pot%C3%B3n
1314	p%C3%A4ke%20%28M%29	pozo,%20fuente,%20hoyo
1315	tem%C3%A6qu%20ang	pregunta
1316	t%C3%A4m,%20tem%C3%A6qu%20%28C%29,%20tem%C3%A6quei%C3%B1,%20temc%C3%A6d%20%28V%29	preguntar
1317	llong%20%28M%29	preparar%20comida
1318	utsk	prestar
1319	jaxpulen%20%28L%29	presumido,%20jactancioso
1320	c%C3%A6ssm%C3%A6s%20%28C%29,%20quezmen%20%28Mar%29,%20k%C3%A4ssm%C3%A4d%20%28M%29	prima
1321	topan%20%28V%29	primero%0A-%20Dame%20primero%20de%20comer%20=%20funoco%20topan%20moi%C3%B1%20%28V%29%0A-%20Llevadme%20primero%20esto%20=%20tzhec%20topan%20moi%C3%B1%20mo%20%28V%29
1322	c%C3%A6zmeng%20%28C%29	primo
1323	tzh%C3%A6cnanioc	prisa,%20date%20prisa
1324	apap%C3%A4k	profesor%0A-%20Muchos%20profesores%20=%20tuni%20tuni%20ap%C3%A4pak
1325	changc%C3%A6d	pr%C3%B3jimo,%20pariente
1326	n%C3%A4rren%20%28M%29,%20niquer%20%28Z%29,%20miquer%20%28V%29%28L%29	pronto
1327	ma%C3%B1ap%20%28M%29,%20ek%20%28M%29,%20eng%20%28C%29	pronunciar,%20decir,%20nombrar
1328	aja%20%28M%29	propietario
1329	cifa%20%28C%29	propio
1330	pe%C3%B1%C3%A6ss	prosperidad
1331	nem	proteger
1332	pe%C3%B1%C3%A6ss%20%28V%29,%20pe%C3%B1ass%20%28C%29	provecho,%20bienes,%20bondad,%20ventaja
1333	tsup%20%28M%29	provechoso,%20%C3%BAtil
1334	changc%C3%A6d	pr%C3%B3ximo
1335	tun%20%28WL%29,%20%C3%B1un%20%28M%29,%20%C3%B1on%20%28WL%29	pueblo,%20lugar%0A-%20En%20el%20pueeblo%20=%20eunar%20lek
1336	k%C3%A6gr%20%28B%29,%20karr%20%28Bas%29,%20kurr%20%28M%29	puerta
1337	cul%20xllang,%20kuj%20jang	puesta%20del%20sol%0A-%20Despu%C3%A9s%20de%20la%20puesta%20de%20sol%20=%20%C3%B1an%20jang
1338	chuka%20%28M%29,%20chukang%C3%B3%20%28M%29,%20zukr%20%28B%29%28SCH%29	pulga
1339	jechku%20%28M%29,%20jechkung%C3%B3%20%28M%29	pulgar
1340	milli%20%28M%29	pulido
1341	puf%20puf%20%20%28M%29	pulm%C3%B3n
1342	ch%C3%A4t,%20cheet%20%28M%29	pulpo
1343	fon%20%28M%29	punta,%20extremidad,%20cima
1344	tsakum%20%28M%29	puntiagudo
1345	%C3%B1ap%20%28M%29,%20quemun%20%28C%29	puro,%20inmaculado
1346	reksi%20%28B%29,%20p%C3%B6ksi	puta
1347	ak%20%28M%29,%20aka%20%28M%29,%20akan%20%28M%29	que%20%28pron.%20relat.%29
1348	can%20%28V%29,%20can%20ang%20%28V%29,%20kan%20%28M%29	que%20%28conj%29
1349	lequich%20%28M%29,%20lekich%20%28M%29	que%20%28conj%29
1350	ech%20%28C%29%28B%29,%20ich%C3%B6%20%28M%29,%20ech%C3%B6%20%28M%29	que%20%28pron.%20interr.%29
1351	ech	que%20cosa%0A-%20Que%20traes%20=%20itchis%20mit%20%28Bas%29%0A-%20%C2%BFQu%C3%A9%20cuentas%3F%20=%20%C2%BFich%C3%A4s%20m%C3%A1%C3%B1ep%3F%20%28B%29%0A-%20%C2%BFQu%C3%A9%20d%C3%ADa%20es%20hoy%3F%20=%20%C2%BFitsin%20tsi%20m%C3%BAlun%3F
1352	ts%C3%A9peke%20%28B%29	quebrada
1353	echallo%20%28C%29	que%20m%C3%A1s
1354	jep%20%28M%29,%20mat%20%28B%29	quemar
1355	%C2%BFitches%20%C3%B1oc%3F,%20%C2%BFits%20as%20ak%3F%20%28B%29	%C2%BFqu%C3%A9%20miras%3F
1356	tem%20%28M%29	querer,%20amar,%20pedir
1357	eng%20%28C%29%28M%29	querer,%20decir
1358	loc%20%28C%29,%20lok%20%28M%29,%20loquei%C3%B1%20%28V%29,%20loc%C3%A6z%20%28V%29	querer
1359	tem%20%28M%29,%20loc%20%28C%29,%20lok%20%28M%29	querer,%20pedir%0A-%20%C2%BFQu%C3%A9%20quieres%3F%20=%20%C2%BFech%20%C3%A6z%20tam%3F,%20%C2%BFits%20%C3%A6z%20tem%3F%20%28WL%29
1360	ch%C3%A6co%20%28C%29,%20ch%C3%A4ko%20%28M%29	querida,%20amada,%20cosa%20amada
1361	%C2%BFicha%20sak%3F%20%28B%29	%C2%BFqu%C3%A9%20ves%3F
1362	ei%C3%B1%20%28C%29%28M%29,%20e%C3%B1o%20%28M%29,%20i%C3%B1o%20%28M%29%28C%29,%20i%C3%B1en%20%28M%29	quien%20%28pron.%20interr%29%0A-%20De%20quien%20=%20echo%20%28V%29
1363	ein%20%28V%29	quien,%20como%20%0A-%20Con%20quien%20=%20ein%20len%20%28V%29%20%0A-%20A%20quien%20=%20ei%C3%B1%20%0A-%20Quien%20quiera%20=%20ei%C3%B1%20ei%C3%B1%20%0A-%20%C2%BFqui%C3%A9n%20eres%3F%20=%20%C2%BFein%20%C3%A6z%3F%20%0A-%20Para%20quien%20=%20i%C3%B1o%20p%C3%A6n%20%0A-%20De%20qui%C3%A9nn%20soy%20=%20i%C3%B1oin,%20i%C3%B1in
1364	cangc%C9%A5u%20%28C%29,%20kangchu%20%28M%29	quijada
1365	anak%C3%A1pek%20%28B%29	quincha
1366	xem%C3%A6cei%C3%B1%20%28C%29,%20xemei%C3%B1%20%28C%29,%20semei%C3%B1%20%28M%29,%20sem%20%28M%29,%20tsimp%20%28M%29,%20xam%20%28C%29,%20sam%20%28M%29,%20xem%C3%A6c%20%28C%29	quitar
1367	xe%20m%C3%A6coi%C3%B1,%20sem%C3%A6caz%20%28V%29	quitar%20una%20cosa%20a%20otro
1368	xam%20ic%C3%A6c	quitador%0A-%20Quitando%20=%20xam%20ass%C3%A6c%20%28V%29
1369	mais%20%28M%29,%20maix%20%28C%29	quiz%C3%A1
1370	olmetuc%20%28C%29	rabadilla
1371	semsem%20%28M%29,%20somsom%20%28M%29	rabo,%20cola
1372	jep%20%28M%29	ra%C3%ADz
1373	mechen%20%28Mar%29	rama,%20ramas
1374	kochki%20%28M%29	rana
1375	koik%20%28M%29	rascar
1376	toj%20%28M%29	rastro,%20huella
1377	ruch%20%28M%29,%20reutes%20%28B%29	rat%C3%B3n
1378	uutxu	ratita
1379	chiss%C3%A4k,%20chizc%C3%A6ro%20%28C%29,%20samissek%20%28M%29	raz%C3%B3n,%20entendimiento%0A-%20Por%20qu%C3%A9%20raz%C3%B3n%20=%20ich%20t%C3%A6cquich
1380	larrep%20%28M%29,%20tompek%20%28M%29,%20rrel%20%28M%29%28V%29%28L%29,%20larr%C3%A4p%20%28M%29	real%20%28positivo%29
1381	rrel%20%28L%29,%20rel%20%28V%29	real%20%28moneda%29
1382	r%C3%BCtsm%20%28M%29	rebosar,%20derramarse
1383	recpaneque%20%28Z%29,%20recpanek%20%28B%29	recano%20%28de%20Reque%29
1384	%C3%B1op%20%28C%29%28M%29	recibir.%20concebir%20un%20ni%C3%B1o%28a%29%0A-%20Recibir%20=%20%C3%B1opei%C3%B1
1385	chucken%20%28M%29	reci%C3%A9n%20%28adv%29
1386	c%C3%A6f%C3%A6r%20%28C%29	rec%C3%ADproco
1387	chicllam%20coi%C3%B1%20%28C%29%28Z%29	reconciliarse
1388	nok%20%28M%29,%20nokssak%20%28M%29,%20sam%20%28M%29	reconocer,%20ver
1389	xami%C3%A7%C3%A6c%20%28C%29,%20samiss%C3%A4k%20%28M%29,%20samiss%C3%A4r%20%28M%29	reconocimiento
1390	cherun	recto
1391	jechak%20machissak%20%28M%29	recuerdo,%20memoria
1392	eish%20%28B%29	red
1393	siaj%20%28M%29,%20ssiaj%20%28M%29	red%20%28de%20pescar%29
1394	c%C3%A6f%C3%A6r%20%28C%29	reemplazo
1395	chajei%C3%B1%20%28M%29	refrescar,%20enfriar
1396	pik%20%28M%29	regalar
1397	kes%20%28M%29,%20queix%20%28C%29	regresar
1398	jeng%20%28M%29	rehusar
1399	kallapek%20%28M%29	reidor
1400	called%20%28M%29,%20kall%20%28M%29,%20ciam%20%28C%29	re%C3%ADr%0A-%20Yo%20me%20r%C3%ADo%20=%20ciam%20ei%C3%B1%0A-%20T%C3%BA%20te%20r%C3%ADes%20=%20ciam%20az
1401	xllichco%20%28C%29	remojar%0A-%20Para%20remojar%20=%20xllich%20con%C3%A6m%20%28V%29
1402	cuntzhiu%20%28C%29,%20kunzio%20%28M%29	remolino
1403	chokiss%C3%A4k%20Mochica	renacer%20Mochica
1404	col%20%28C%29,%20koj%20%28M%29	re%C3%B1ir,%20disputar
1405	ts%C3%BCp%20%28M%29,%20chup%20%28M%29	reparar
1406	rip%C3%A4n%20%28M%29,%20tip%C3%A4n%20%28M%29,%20rip%C3%A6n%20%28C%29	repentinamente
1407	ma%C3%B1ap	repetir
1408	kafar%20%28M%29	represeentante,%20sustituto
1409	requepo%20%28V%29	Reque
1410	jak-o%20%28M%29	resbaladizo
1411	mich%C3%A6qu%20%28C%29,%20mich%C3%A6quei%C3%B1%20%28V%29	responder
1412	choc%20%28C%29,%20chok%20%28M%29	resucitar
1413	uquic%20%28C%29,%20ukik%20%28M%29	resuello,%20aliento
1414	mac%C9%A5%20%28C%29,%20m%C3%A4ch%20%28M%29	resumir,%20coger
1415	chokiss%C3%A4k%20%28M%29,%20choqui%C3%A7%C3%A6c%20%28C%29	resurrecci%C3%B3n
1416	ch%C3%A4pmong%20%28M%29	retrato,%20efigie,%20imagen
1417	kop%20%28M%29	reunir
1418	mej%C3%A9pec%20%28L%29,%20mesjepeque%20%28V%29	rezar
1419	jaij%20kap%C3%A4k%20%28M%29	rico
1420	kechik%20%28M%29,%20kechkeng%C3%B3%20%28M%29	rinc%C3%B3n%20%28de%20la%20casa%29
1421	caf%C3%A7oc%20%28C%29,%20kafsok%20%28M%29	ri%C3%B1ones
1422	nech%20%28B%29%28C%29%28Mar%29%28M%29,%20n%C3%A9che%20%28B%29	r%C3%ADo
1423	chelli%20%28M%29	rizado,%20desigual
1424	llop%20xllocna%20%28C%29	robable
1425	llop%20%28C%29%28M%29	robar
1426	omor%20ei%C3%B1,%20omor%20az%20%28V%29	robo,%20robas
1427	pupo%20%28M%29	robusto
1428	pon%20%28B%29%28V%29%28L%29,%20pong%20%28C%29%28M%29	roca
1429	paij%20%28M%29	rodar
1430	nossen%20%28B%29,%20noss%C3%A6n%20%28C%29,%20noss%C3%A4nn%20%28M%29	rodillas
1431	kuj%20%28M%29,%20kul%20%28M%29,%20kug%20%28WL%29	rojo
1432	jop%20%28M%29,%20korr%20%28M%29	romperse
